ano_concessao_bolsa,tipo_bolsa,modalidade_ensino_bolsa,nome_curso_bolsa,turno,sexo_beneficiario,raca_beneficiario,municipio_beneficiario,instituicao_ensino,cpf
2017,Parcial,Presencial,Relações Internacionais,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Relações Internacionais,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Relações Internacionais,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Relações Públicas,Noturno,Feminino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Relações Públicas,Noturno,Masculino,Preta,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Relações Públicas,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Direito,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Ambiental E Sanitária,Matutino,Masculino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Ambiental E Sanitária,Matutino,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Ambiental E Sanitária,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Civil,Matutino,Feminino,Preta,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Civil,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Civil,Noturno,Masculino,Amarela,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia De Computação,Matutino,Masculino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia De Computação,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia De Computação,Noturno,Masculino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia De Computação,Noturno,Feminino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia De Produção,Matutino,Feminino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia De Produção,Matutino,Masculino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia De Produção,Matutino,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia De Produção,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia De Produção,Noturno,Feminino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Mecânica,Matutino,Masculino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Audio Visual,Matutino,Feminino,Branca,SANTOS,CENTRO UNIVERSITÁRIO SENAC,
2017,Parcial,Presencial,Engenharia Mecânica,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Mecânica,Noturno,Feminino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Mecânica,Noturno,Masculino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Química,Matutino,Feminino,Preta,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Química,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Gestão De Recursos Humanos,Matutino,Feminino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Gestão De Recursos Humanos,Matutino,Feminino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Gestão De Recursos Humanos,,Masculino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Gestão Financeira,Noturno,Feminino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2017,Integral,Presencial,Enfermagem,Noturno,Feminino,Branca,SANTOS,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,
2017,Parcial,Presencial,Administração,Noturno,Feminino,Branca,SANTOS,ESCOLA SUPERIOR DE ADMINISTRAÇÃO E GESTÃO STRONG DA BAIXADA SANTISTA,
2017,Parcial,Presencial,Administração,Noturno,Masculino,Parda,SANTOS,ESCOLA SUPERIOR DE ADMINISTRAÇÃO E GESTÃO STRONG DA BAIXADA SANTISTA,
2017,Parcial,Presencial,Educaçao Física,Matutino,Masculino,Branca,SANTOS,CENTRO UNIVERSITÁRIO DO SUL DE MINAS,
2017,Parcial,Presencial,Educação Física,Matutino,Masculino,Branca,SANTOS,CENTRO UNIVERSITÁRIO DO SUL DE MINAS,
2017,Integral,Presencial,Engenharia De Produção,Noturno,Feminino,Preta,SANTOS,FACULDADE UNA DE CATALÃO,
2017,Parcial,Presencial,Audiovisual,Matutino,Feminino,Branca,SANTOS,CENTRO UNIVERSITÁRIO SENAC,
2017,Integral,Presencial,Administração,Matutino,Feminino,Preta,SANTOS,ESCOLA SUPERIOR DE ADMINISTRAÇÃO E GESTÃO STRONG DA BAIXADA SANTISTA,
2017,Integral,Presencial,Administração,Noturno,Masculino,Parda,SANTOS,ESCOLA SUPERIOR DE ADMINISTRAÇÃO E GESTÃO STRONG DA BAIXADA SANTISTA,
2017,Integral,Presencial,Fisioterapia,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,EAD,Redes De Computadores,EAD,Masculino,Preta,SANTOS,UNIVERSIDADE NOVE DE JULHO,
2017,Integral,EAD,Gestão Da Tecnologia Da Informação,EAD,Feminino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Comércio Exterior,Noturno,Feminino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Curso Superior De Tecnologia Em Design E Moda,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,EAD,Administração,EAD,Feminino,Branca,SANTOS,UNIVERSIDADE PITÁGORAS UNOPAR,
2017,Integral,EAD,Administração,EAD,Feminino,Parda,SANTOS,UNIVERSIDADE PITÁGORAS UNOPAR,
2017,Integral,EAD,Gestão De Recursos Humanos,EAD,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,EAD,Gestão Pública,EAD,Masculino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Ciências Biológicas,Matutino,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Letras,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Letras - Inglês,Matutino,Feminino,Preta,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Letras - Inglês,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Pedagogia,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Psicologia,Matutino,Feminino,Branca,SANTOS,UNIVERSIDADE NOVE DE JULHO,
2017,Integral,EAD,História,EAD,Masculino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,EAD,Pedagogia,EAD,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Direito,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Educação Física,Noturno,Masculino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Enfermagem,Noturno,Feminino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Engenharia Mecânica,Noturno,Masculino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Fisioterapia,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Propaganda E Marketing,Noturno,Feminino,Preta,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Psicologia,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Psicologia,Noturno,Masculino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,EAD,Análise E Desenvolvimento De Sistemas,EAD,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Administração,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Administração,Noturno,Masculino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Curso Superior De Tecnologia Em Gestão De Comércio Exterior,Noturno,Feminino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,"Curso Superior De Tecnologia Em Gestão De Moda, Estilismo E Design",Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Design De Moda,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,EAD,Engenharia Ambiental,EAD,Feminino,Parda,SANTOS,UNIVERSIDADE SANTO AMARO,
2017,Integral,Presencial,Engenharia Civil,Noturno,Masculino,Preta,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Engenharia Mecânica,Noturno,Masculino,Parda,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Serviço Social,Noturno,Masculino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,EAD,Comércio Exterior,EAD,Masculino,Parda,SANTOS,CENTRO UNIVERSITÁRIO UNA,
2017,Integral,Presencial,Administração,Matutino,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Ciências Contábeis,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Comércio Exterior,Matutino,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Gestão De Recursos Humanos,Matutino,Feminino,Branca,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Letras,Matutino,Feminino,Preta,SANTOS,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Engenharia Agronômica,,Masculino,Branca,SANTOS,UNIVERSIDADE DE MARÍLIA,
2017,Integral,EAD,Ciências Aeronáuticas,EAD,Feminino,Amarela,SANTOS,UNIVERSIDADE DO SUL DE SANTA CATARINA,
2017,Integral,Presencial,Administração,Noturno,Masculino,Branca,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Integral,Presencial,Processos Gerenciais,Noturno,Feminino,Branca,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Administração,Noturno,Masculino,Parda,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Análise E Desenvolvimento De Sistemas,Noturno,Feminino,Branca,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Ciências Contábeis,Noturno,Feminino,Preta,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Cinema E Audiovisual,Noturno,Feminino,Preta,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Cinema E Audiovisual,Noturno,Masculino,Branca,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Cinema E Audiovisual,Noturno,Feminino,Branca,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Cinema E Audiovisual,Noturno,Feminino,Branca,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Comunicação Social - Publicidade E Propaganda,Noturno,Masculino,Branca,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,Noturno,Feminino,Branca,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Curso Superior De Tecnologia Em Gastronomia,Matutino,Masculino,Branca,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Curso Superior De Tecnologia Em Gastronomia,Matutino,Masculino,Branca,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Curso Superior De Tecnologia Em Gestão De Recursos Humanos,Noturno,Feminino,Branca,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Curso Superior De Tecnologia Em Processos Gerenciais,Noturno,Masculino,Parda,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Engenharia Civil,Noturno,Feminino,Parda,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Gastronomia,Matutino,Masculino,Branca,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Gestão De Recursos Humanos,Noturno,Feminino,Preta,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Gestão De Recursos Humanos,Noturno,Feminino,Branca,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Medicina Veterinária,Matutino,Feminino,Preta,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Pedagogia,Noturno,Feminino,Branca,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Processos Gerenciais,Noturno,Masculino,Parda,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Processos Gerenciais,Noturno,Masculino,Branca,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Integral,Presencial,Design De Games,Matutino,Feminino,Branca,SANTOS,UNIVERSIDADE ANHEMBI MORUMBI,
2017,Integral,Presencial,História,Noturno,Masculino,Branca,SANTOS,FACULDADE DE SÃO PAULO,
2017,Integral,EAD,Gestão Hospitalar,EAD,Feminino,Preta,SANTOS,UNIVERSIDADE DE FRANCA,
2017,Integral,Presencial,Curso Superior De Tecnologia Em Processos Gerenciais,Noturno,Feminino,Branca,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Análise E Desenvolvimento De Sistemas,Noturno,Masculino,Branca,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Cinema E Audiovisual,Noturno,Feminino,Branca,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Comunicação Social,Noturno,Masculino,Branca,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Comunicação Social Com Habilitação Em Publicidade E Propaganda,Noturno,Masculino,Branca,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,Noturno,Masculino,Branca,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Curso Superior De Tecnologia Em Gestão De Recursos Humanos,Noturno,Feminino,Preta,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Curso Superior De Tecnologia Em Processos Gerenciais,Noturno,Masculino,Branca,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Direito,Noturno,Masculino,Preta,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Gastronomia,Matutino,Masculino,Branca,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Medicina Veterinária,Matutino,Feminino,Parda,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Publicidade E Propaganda,Noturno,Masculino,Branca,SANTOS,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Integral,EAD,Gestão Financeira,EAD,Feminino,Parda,SANTOS,UNIVERSIDADE SANTA CECÍLIA,
2017,Integral,EAD,Logística,EAD,Feminino,Branca,SANTOS,UNIVERSIDADE SANTA CECÍLIA,
2017,Integral,EAD,Processos Gerenciais,EAD,Feminino,Parda,SANTOS,UNIVERSIDADE SANTA CECÍLIA,
2017,Integral,EAD,Segurança Pública,EAD,Masculino,Branca,SANTOS,UNIVERSIDADE SANTA CECÍLIA,
2017,Integral,EAD,Segurança Pública,EAD,Feminino,Preta,SANTOS,UNIVERSIDADE SANTA CECÍLIA,
2017,Integral,Presencial,Engenharia Civil,Matutino,Feminino,Branca,SANTOS,UNIVERSIDADE SANTA CECÍLIA,
2017,Integral,Presencial,Engenharia Industrial Mecânica,Matutino,Masculino,Parda,SANTOS,UNIVERSIDADE SANTA CECÍLIA,
2017,Integral,EAD,Gestão De Recursos Humanos,EAD,Feminino,Preta,SANTOS,UNIVERSIDADE SANTA CECÍLIA,
2017,Integral,EAD,Logística,EAD,Masculino,Parda,SANTOS,UNIVERSIDADE SANTA CECÍLIA,
2017,Integral,EAD,Pedagogia,EAD,Feminino,Branca,SANTOS,UNIVERSIDADE SANTA CECÍLIA,
2017,Integral,EAD,Pedagogia,EAD,Feminino,Parda,SANTOS,UNIVERSIDADE SANTA CECÍLIA,
2017,Integral,EAD,Pedagogia,EAD,Feminino,Branca,SANTOS,UNIVERSIDADE SANTA CECÍLIA,
2017,Integral,EAD,Processos Gerenciais,EAD,Feminino,Branca,SANTOS,UNIVERSIDADE SANTA CECÍLIA,
2017,Integral,EAD,Segurança Pública,EAD,Masculino,Preta,SANTOS,UNIVERSIDADE SANTA CECÍLIA,
2017,Integral,Presencial,Engenharia Civil,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE SANTA CECÍLIA,
2017,Integral,Presencial,Engenharia Civil,Noturno,Masculino,Branca,SANTOS,UNIVERSIDADE SANTA CECÍLIA,
2017,Integral,Presencial,Engenharia Civil,Noturno,Masculino,Preta,SANTOS,UNIVERSIDADE SANTA CECÍLIA,
2017,Integral,Presencial,Engenharia Mecânica,Matutino,Masculino,Parda,SANTOS,UNIVERSIDADE SANTA CECÍLIA,
2017,Integral,EAD,História,EAD,Feminino,Branca,SANTOS,CENTRO UNIVERSITÁRIO DE MARINGÁ - UNICESUMAR,
2017,Parcial,EAD,Análise E Desenvolvimento De Sistemas,EAD,Feminino,Amarela,SANTOS,CENTRO UNIVERSITÁRIO INTERNACIONAL,
2017,Parcial,EAD,Relações Internacionais,EAD,Masculino,Branca,SANTOS,CENTRO UNIVERSITÁRIO INTERNACIONAL,
2017,Integral,Presencial,Gestão De Recursos Humanos,Noturno,Feminino,Branca,SANTOS,FACULDADE ANHANGUERA DE TABOÃO DA SERRA,
2017,Integral,Presencial,Letras - Português E Inglês,Noturno,Masculino,Parda,SANTOS,FACULDADE DE SÃO VICENTE,
2017,Parcial,EAD,Gestão De Recursos Humanos,EAD,Masculino,Parda,SANTOS,CENTRO UNIVERSITÁRIO INTERNACIONAL,
2017,Integral,EAD,Pedagogia,EAD,Feminino,Branca,SANTOS,FACULDADE DE SÃO VICENTE,
2017,Integral,Presencial,Gestão Portuária,Noturno,Masculino,Preta,SANTOS,FACULDADE DE SÃO VICENTE,
2017,Integral,Presencial,Letras,Noturno,Masculino,Parda,SANTOS,FACULDADE DE SÃO VICENTE,
2017,Parcial,Presencial,Direito,Noturno,Feminino,Preta,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Civil,Noturno,Masculino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia De Produção,Noturno,Masculino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia De Produção,Noturno,Masculino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Mecânica,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Gestão Da Qualidade,Noturno,Masculino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Gestão De Recursos Humanos,Matutino,Feminino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Logística,Noturno,Feminino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Marketing,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Integral,Presencial,Gestão Financeira,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Administração,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Administração,Noturno,Feminino,Preta,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Comércio Exterior,Matutino,Masculino,Preta,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Comércio Exterior,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Direito,Matutino,Feminino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Direito,Matutino,Feminino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Direito,Matutino,Masculino,Preta,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Direito,Noturno,Masculino,Preta,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Direito,Noturno,Feminino,Amarela,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Direito,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Ambiental E Sanitária,Noturno,Masculino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Civil,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Civil,Noturno,Masculino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia De Computação,Matutino,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia De Produção,Matutino,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Elétrica,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Mecânica,Noturno,Masculino,Preta,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Química,Matutino,Feminino,Preta,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Gestão Da Qualidade,Noturno,Feminino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Gestão De Recursos Humanos,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Jornalismo,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Logística,Matutino,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Marketing,Matutino,Feminino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Administração,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Ciências Econômicas,Noturno,Masculino,Preta,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Ciências Econômicas,Noturno,Feminino,Preta,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Ciências Econômicas,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Comércio Exterior,Noturno,Feminino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Comércio Exterior,Noturno,Masculino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Comunicação Social,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Comunicação Social Com Habilitação Em Jornalismo,Noturno,Masculino,Branca,SANTOS,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Direito,Noturno,Masculino,Parda,SANTOS,FACULDADE ESAMC SANTOS,
2018,Integral,Presencial,Biblioteconomia,Noturno,Feminino,Parda,SANTOS,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,
2018,Integral,Presencial,Administração,Noturno,Masculino,Parda,SANTOS,CENTRO UNIVERSITÁRIO LUSÍADA,
2018,Integral,Presencial,Administração,Noturno,Feminino,Parda,SANTOS,CENTRO UNIVERSITÁRIO LUSÍADA,
2018,Integral,Presencial,Enfermagem,Matutino,Feminino,Branca,SANTOS,CENTRO UNIVERSITÁRIO LUSÍADA,
2018,Integral,Presencial,Enfermagem,Matutino,Feminino,Branca,SANTOS,CENTRO UNIVERSITÁRIO LUSÍADA,
2018,Integral,Presencial,Fisioterapia,Matutino,Feminino,Preta,SANTOS,CENTRO UNIVERSITÁRIO LUSÍADA,
2018,Integral,Presencial,Fisioterapia,Matutino,Feminino,Branca,SANTOS,CENTRO UNIVERSITÁRIO LUSÍADA,
2018,Integral,Presencial,Fisioterapia,Matutino,Feminino,Branca,SANTOS,CENTRO UNIVERSITÁRIO LUSÍADA,
2018,Integral,Presencial,Fisioterapia,Matutino,Feminino,Branca,SANTOS,CENTRO UNIVERSITÁRIO LUSÍADA,
2018,Integral,Presencial,Radiologia,Noturno,Feminino,Parda,SANTOS,CENTRO UNIVERSITÁRIO LUSÍADA,
2018,Integral,Presencial,Radiologia,Noturno,Masculino,Preta,SANTOS,CENTRO UNIVERSITÁRIO LUSÍADA,
2018,Integral,Presencial,Radiologia E Diagnóstico Por Imagem,Noturno,Masculino,Preta,SANTOS,CENTRO UNIVERSITÁRIO LUSÍADA,
2018,Integral,Presencial,Arquitetura E Urbanismo,Matutino,Feminino,Preta,SANTOS,UNIVERSIDADE CATÓLICA DE SANTOS,
2018,Integral,Presencial,Ciência Da Computação,Noturno,Masculino,Branca,SANTOS,UNIVERSIDADE CATÓLICA DE SANTOS,
2018,Integral,Presencial,Ciências Da Computação,Noturno,Masculino,Branca,SANTOS,UNIVERSIDADE CATÓLICA DE SANTOS,
2018,Integral,Presencial,Enfermagem,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE CATÓLICA DE SANTOS,
2018,Integral,Presencial,Pedagogia,Noturno,Feminino,Branca,SANTOS,UNIVERSIDADE CATÓLICA DE SANTOS,
2018,Integral,Presencial,Pedagogia,Noturno,Feminino,Parda,SANTOS,UNIVERSIDADE CATÓLICA DE SANTOS,
2018,Integral,Presencial,Biomedicina,Matutino,Feminino,Branca,SANTOS,CENTRO UNIVERSITÁRIO LUSÍADA,
2018,Integral,Presencial,Curso Superior De Tecnologia Em Radiologia E Diagnóstico Por Imagem,Noturno,Feminino,Parda,SANTOS,CENTRO UNIVERSITÁRIO LUSÍADA,
